,price,bedRoom,bathroom,balcony,floor_type,agePossession,sector,type,built_up_area,servant room,pooja room,furnishing_type,luxury
1003,1.02,2.0,2.0,3,mid floor,Relatively New,sector 107,flat,1227.2,0,0,unfurnished,luxrious
1004,1.88,4.0,5.0,3,mid floor,Relatively New,sector 109,flat,2444.0,0,0,unfurnished,semi_luxrious
1005,2.15,3.0,4.0,3,high floor,Relatively New,sector 102,flat,1719.2,1,0,unfurnished,semi_luxrious
1006,2.58,3.0,4.0,2,mid floor,Moderately Old,sector 111,flat,1760.0,1,0,unfurnished,semi_luxrious
1007,2.25,3.0,3.0,2,high floor,Relatively New,sector 111,flat,1360.0,0,0,unfurnished,semi_luxrious
1008,1.75,3.0,4.0,3+,mid floor,Relatively New,sector 109,flat,1720.0,1,0,unfurnished,semi_luxrious
1009,0.93,2.0,3.0,3,mid floor,Relatively New,sector 108,flat,1026.4,0,0,unfurnished,semi_luxrious
1010,4.75,3.0,5.0,3+,low floor,Relatively New,sector 112,flat,3010.4,1,0,semifurnished,normal
1011,1.72,3.0,4.0,3+,mid floor,Relatively New,sector 79,flat,1300.0,1,0,semifurnished,luxrious
1012,6.75,4.0,4.0,3+,groundfloor,New Property,sector 72,flat,3500.0,1,0,semifurnished,luxrious
1013,2.45,2.0,2.0,2,mid floor,New Property,sector 62,flat,1000.0,0,0,furnished,luxrious
1014,2.2,4.0,5.0,3+,low floor,Relatively New,sector 85,flat,2249.6,0,0,unfurnished,semi_luxrious
1015,5.25,4.0,4.0,3+,hometop,New Property,sector 72,flat,2800.0,1,0,semifurnished,luxrious
1016,5.0,4.0,4.0,3+,low floor,New Property,sector 72,flat,3500.0,1,0,semifurnished,luxrious
1017,5.0,4.0,4.0,3+,low floor,Moderately Old,sector 72,flat,3500.0,1,1,semifurnished,luxrious
1018,2.7,3.0,4.0,3+,low floor,Relatively New,sector 113,flat,1650.0,1,0,semifurnished,normal
1019,2.65,4.0,4.0,3+,high floor,Moderately Old,sector 48,flat,1750.0,1,0,semifurnished,luxrious
1020,1.65,2.0,2.0,2,mid floor,Relatively New,sector 22,flat,1000.0,0,1,furnished,luxrious
1021,2.55,3.0,3.0,3,mid floor,Relatively New,sector 22,flat,1400.0,0,0,semifurnished,luxrious
1022,2.55,3.0,3.0,3,mid floor,Relatively New,sector 22,flat,1400.0,0,0,furnished,normal
1023,4.3,3.0,4.0,3+,mid floor,Relatively New,sector 22,flat,2100.0,1,0,furnished,luxrious
1024,1.7,4.0,4.0,2,mid floor,Relatively New,sector 69,flat,1610.0,1,1,unfurnished,luxrious
1025,2.4,2.0,2.0,2,mid floor,Relatively New,sector 22,flat,900.0,0,0,furnished,luxrious
1026,0.87,2.0,3.0,3+,mid floor,Relatively New,sector 37,flat,1110.0,0,0,unfurnished,semi_luxrious
1027,1.25,3.0,3.0,3,low floor,Relatively New,sector 37,flat,1234.0,0,0,unfurnished,normal
1028,0.99,3.0,5.0,3+,mid floor,Relatively New,sector 37,flat,1270.0,1,0,unfurnished,normal
1029,1.39,3.0,3.0,3,mid floor,Relatively New,sector 102,flat,1320.0,1,0,semifurnished,low
1030,2.7,3.0,3.0,3+,mid floor,Moderately Old,sector 50,flat,2200.0,1,0,unfurnished,luxrious
1031,1.75,4.0,4.0,3,mid floor,Relatively New,sector 37,flat,1800.0,0,0,semifurnished,luxrious
1032,1.55,4.0,3.0,3+,high floor,Relatively New,sector 37,flat,1800.0,0,0,semifurnished,luxrious
1033,1.6,4.0,3.0,3+,mid floor,Relatively New,sector 37,flat,1800.0,0,0,semifurnished,luxrious
1034,1.4,3.0,3.0,3+,mid floor,Relatively New,sector 109,flat,1400.0,0,0,unfurnished,normal
1035,1.8,3.0,3.0,3,low floor,Relatively New,sector 70,flat,1925.134,0,0,unfurnished,luxrious
1036,1.65,4.0,5.0,3+,high floor,Relatively New,sector 107,flat,2214.4,1,0,unfurnished,low
1037,3.55,3.0,5.0,3+,high floor,Old Property,sector 30,flat,2000.0,1,0,semifurnished,luxrious
1038,6.0,4.0,4.0,3+,high floor,Old Property,sector 43,flat,2300.0,1,0,semifurnished,luxrious
1039,1.8,3.0,4.0,3,low floor,Moderately Old,sector 48,flat,1756.0,0,0,semifurnished,semi_luxrious
1040,2.5,3.0,4.0,3,mid floor,Relatively New,sector 70,flat,1880.0,1,0,semifurnished,luxrious
1041,1.5,4.0,3.0,3,mid floor,Old Property,sector 39,flat,2350.0,1,0,furnished,normal
1042,1.04,3.0,2.0,2,low floor,Moderately Old,sector 83,flat,1100.0,0,0,unfurnished,semi_luxrious
1043,0.53,2.0,2.0,1,mid floor,Relatively New,sector 67,flat,591.0,0,0,semifurnished,normal
1044,1.64,3.0,5.0,3,mid floor,Relatively New,sector 70,flat,1161.0,1,0,unfurnished,luxrious
1045,2.9,4.0,4.0,3+,low floor,Relatively New,sector 65,flat,1580.0,1,0,semifurnished,luxrious
1046,2.36,3.0,3.0,3,groundfloor,Relatively New,sector 65,flat,1320.0,1,0,semifurnished,luxrious
1047,4.85,3.0,4.0,3+,mid floor,Moderately Old,sector 54,flat,1607.0,1,0,furnished,luxrious
1048,1.25,3.0,3.0,2,low floor,Relatively New,sector 83,flat,1584.0,1,0,unfurnished,luxrious
1049,0.92,3.0,3.0,2,mid floor,Relatively New,sector 90,flat,1950.0,0,0,semifurnished,normal
1050,2.7,3.0,3.0,3,high floor,Relatively New,sector 81,flat,2109.0,1,0,semifurnished,normal
1051,0.7,2.0,3.0,2,mid floor,Relatively New,sector 90,flat,1352.0,0,0,semifurnished,normal
1052,1.25,2.0,2.0,2,high floor,Relatively New,sector 85,flat,1741.0,0,0,semifurnished,normal
1053,2.3,4.0,4.0,3+,mid floor,Relatively New,sector 85,flat,2249.6,1,0,unfurnished,low
1054,2.0,3.0,4.0,3,mid floor,Relatively New,sector 85,flat,1926.4,1,0,unfurnished,low
1055,1.08,3.0,3.0,2,high floor,Relatively New,sector 83,flat,1388.0,0,0,unfurnished,low
1056,1.73,3.0,3.0,3,mid floor,Relatively New,sector 65,flat,1116.0,1,0,furnished,luxrious
1057,1.3,2.0,2.0,2,mid floor,Relatively New,sector 65,flat,631.0,0,0,unfurnished,semi_luxrious
1058,2.85,4.0,4.0,3+,groundfloor,Relatively New,sector 65,flat,1580.0,1,0,semifurnished,luxrious
1059,2.25,3.0,3.0,3+,low floor,Relatively New,sector 65,flat,1320.0,1,0,unfurnished,luxrious
1060,2.35,3.0,3.0,3,low floor,Relatively New,sector 65,flat,1320.0,1,0,semifurnished,luxrious
1061,2.8,4.0,4.0,3,low floor,Relatively New,sector 65,flat,1650.0,0,0,semifurnished,semi_luxrious
1062,2.35,3.0,3.0,3,low floor,Relatively New,sector 65,flat,1450.0,1,0,semifurnished,semi_luxrious
1063,2.75,4.0,4.0,3,low floor,Relatively New,sector 65,flat,1650.0,1,0,semifurnished,luxrious
1064,2.36,3.0,3.0,3,low floor,Relatively New,sector 65,flat,1400.0,1,0,semifurnished,luxrious
1065,3.4,4.0,4.0,3+,low floor,Relatively New,sector 66,flat,2040.0,1,0,semifurnished,luxrious
1066,0.8,2.0,2.0,2,mid floor,Relatively New,sector 77,flat,1000.0,0,0,semifurnished,normal
1067,7.0,4.0,4.0,3+,mid floor,Relatively New,sector 2,flat,4800.0,1,0,unfurnished,normal
1068,1.8,3.0,4.0,3+,mid floor,Moderately Old,sector 50,flat,1600.0,1,0,semifurnished,luxrious
1069,2.65,3.0,4.0,3+,mid floor,Moderately Old,sector 50,flat,2000.0,1,0,semifurnished,luxrious
1070,1.05,3.0,3.0,3,low floor,Relatively New,sector 83,flat,1500.0,0,0,unfurnished,semi_luxrious
1071,1.88,3.0,3.0,3+,high floor,Moderately Old,sector 50,flat,1450.0,0,0,semifurnished,luxrious
1072,1.15,2.0,2.0,3,mid floor,Relatively New,sector 84,flat,1200.0,0,0,semifurnished,normal
1073,1.33,4.0,4.0,3,low floor,Relatively New,sector 83,flat,2000.0,1,0,unfurnished,low
1074,2.6,3.0,4.0,2,high floor,Relatively New,sector 50,flat,2200.0,1,0,semifurnished,luxrious
1075,2.97,3.0,3.0,3+,mid floor,Moderately Old,sector 50,flat,2100.0,1,0,semifurnished,luxrious
1076,1.8,4.0,4.0,2,mid floor,Relatively New,sector 69,flat,1608.0,0,1,semifurnished,luxrious
1077,1.78,4.0,4.0,2,mid floor,Relatively New,sector 69,flat,1608.0,0,1,semifurnished,luxrious
1078,1.52,3.0,3.0,2,low floor,Relatively New,sector 69,flat,1262.4,0,1,semifurnished,luxrious
1079,1.55,3.0,3.0,2,mid floor,Relatively New,sector 69,flat,1262.4,0,1,semifurnished,luxrious
1080,1.55,3.0,3.0,1,high floor,Relatively New,sector 86,flat,1350.0,0,1,semifurnished,luxrious
1081,0.4,1.0,1.0,1,mid floor,Relatively New,sector 83,flat,468.0,0,0,furnished,normal
1082,2.4,3.0,3.0,3,high floor,Relatively New,sector 70,flat,1720.0,1,0,unfurnished,semi_luxrious
1083,1.37,3.0,3.0,3,high floor,Relatively New,sector 82,flat,1565.0,1,1,semifurnished,luxrious
1084,2.65,3.0,4.0,3,high floor,Moderately Old,sector 49,flat,1801.1018592,1,1,semifurnished,luxrious
1085,1.16,3.0,4.0,3+,mid floor,Relatively New,sector 104,flat,1816.0,1,0,semifurnished,semi_luxrious
1086,1.05,3.0,4.0,3+,mid floor,Relatively New,sector 104,flat,1800.0,1,0,semifurnished,semi_luxrious
1087,1.35,4.0,5.0,3+,groundfloor,Relatively New,sector 104,flat,2700.0,1,1,unfurnished,luxrious
1088,1.35,4.0,5.0,3+,groundfloor,Relatively New,sector 104,flat,2692.0,1,1,unfurnished,semi_luxrious
1089,2.85,3.0,3.0,3,high floor,Relatively New,sector 66,flat,1550.0,0,0,semifurnished,semi_luxrious
1090,0.35,2.0,2.0,1,low floor,Relatively New,sector 84,flat,466.4,0,0,unfurnished,normal
1091,0.88,2.0,2.0,3+,low floor,Relatively New,sector 107,flat,1092.8,0,0,unfurnished,semi_luxrious
1092,2.4,3.0,4.0,3+,low floor,Relatively New,sector 102,flat,2100.0,0,0,semifurnished,normal
1093,3.6,4.0,5.0,3,high floor,Relatively New,sector 60,flat,2400.0,1,0,semifurnished,normal
1094,7.5,4.0,4.0,3+,high floor,New Property,sector 2,flat,4280.0,1,1,semifurnished,normal
1095,1.45,2.0,2.0,2,mid floor,Relatively New,sector 113,flat,904.059961,0,0,unfurnished,semi_luxrious
1096,2.35,3.0,3.0,3+,mid floor,Moderately Old,sector 50,flat,1850.0,0,0,semifurnished,luxrious
1097,0.94,2.0,2.0,2,high floor,Relatively New,sector 82,flat,1148.0,0,0,semifurnished,semi_luxrious
1098,0.81,2.0,2.0,2,high floor,Relatively New,sector 82,flat,1040.0,0,0,semifurnished,luxrious
1099,3.1,3.0,4.0,3+,low floor,Moderately Old,sector 50,flat,2250.0,1,0,semifurnished,luxrious
1100,1.39,3.0,3.0,3+,high floor,Relatively New,sector 82,flat,1728.0,1,0,semifurnished,luxrious
1101,0.94,2.0,2.0,3+,mid floor,Relatively New,sector 82,flat,1148.0,0,0,semifurnished,luxrious
1102,0.78,2.0,2.0,2,groundfloor,Relatively New,sector 82,flat,1038.4,0,0,semifurnished,semi_luxrious
1103,0.85,2.0,2.0,2,mid floor,Relatively New,sector 82,flat,1144.0,0,0,unfurnished,luxrious
1104,0.69,2.0,2.0,2,mid floor,Relatively New,sector 85,flat,975.0,0,0,unfurnished,normal
1105,2.03,3.0,4.0,3+,mid floor,Relatively New,sector 79,flat,1795.2,1,0,unfurnished,luxrious
1106,0.8,3.0,4.0,3,low floor,Relatively New,sector 85,flat,1275.0,1,0,semifurnished,normal
1107,0.65,2.0,2.0,3,mid floor,Relatively New,sector 90,flat,950.0,0,0,unfurnished,semi_luxrious
1108,1.01,3.0,3.0,2,high floor,Relatively New,sector 84,flat,1350.0,0,0,unfurnished,normal
1109,1.27,4.0,5.0,2,mid floor,New Property,sector 90,flat,1950.0,1,0,unfurnished,semi_luxrious
1110,0.84,2.0,2.0,2,mid floor,Moderately Old,sector 83,flat,996.0,0,0,semifurnished,luxrious
1111,1.77,3.0,4.0,3,mid floor,Moderately Old,sector 85,flat,1300.0,1,0,semifurnished,luxrious
1112,1.68,4.0,4.0,2,low floor,Relatively New,sector 69,flat,1608.0,0,1,unfurnished,semi_luxrious
1113,1.66,4.0,4.0,1,high floor,Relatively New,sector 69,flat,1576.0,0,1,unfurnished,semi_luxrious
1114,1.4,3.0,3.0,2,low floor,Relatively New,sector 69,flat,1262.4,0,1,unfurnished,semi_luxrious
1115,2.29,3.0,4.0,3+,high floor,Relatively New,sector 81,flat,1680.0,1,0,furnished,semi_luxrious
1116,1.21,3.0,3.0,3+,mid floor,Relatively New,sector 90,flat,1930.0,1,1,unfurnished,luxrious
1117,0.5,3.0,3.0,2,low floor,Relatively New,sector 92,flat,944.0,0,0,unfurnished,low
1118,0.71,2.0,2.0,2,mid floor,Relatively New,sector 77,flat,810.0,0,0,unfurnished,semi_luxrious
1119,3.0,4.0,4.0,3+,low floor,Relatively New,sector 65,flat,1580.0,1,0,unfurnished,semi_luxrious
1120,1.2,3.0,3.0,3+,high floor,Relatively New,sector 90,flat,1400.0,0,0,unfurnished,luxrious
1121,3.25,3.0,3.0,3,low floor,Moderately Old,sector 72,flat,2640.0,1,0,unfurnished,semi_luxrious
1122,0.9,2.0,2.0,3+,mid floor,Moderately Old,sohna road,flat,1000.0,0,0,semifurnished,luxrious
1123,1.07,3.0,3.0,3+,mid floor,Relatively New,sohna road,flat,1300.0,0,0,unfurnished,luxrious
1124,1.2,2.0,2.0,3,high floor,Relatively New,sector 85,flat,1312.0,0,0,semifurnished,luxrious
1125,2.15,4.0,5.0,3+,low floor,Relatively New,sector 85,flat,2249.6,1,0,unfurnished,luxrious
1126,1.72,4.0,4.0,1,high floor,Relatively New,sector 69,flat,1576.0,0,0,unfurnished,semi_luxrious
1127,1.36,3.0,3.0,1,high floor,Relatively New,sector 69,flat,1230.4,0,1,unfurnished,semi_luxrious
1128,1.75,4.0,4.0,1,high floor,Relatively New,sector 69,flat,1576.0,0,0,unfurnished,semi_luxrious
1129,1.75,4.0,4.0,1,high floor,Relatively New,sector 69,flat,1576.0,0,0,unfurnished,semi_luxrious
1130,1.38,3.0,3.0,1,high floor,Relatively New,sector 69,flat,1230.4,0,1,unfurnished,semi_luxrious
1131,1.29,3.0,3.0,1,high floor,Relatively New,sector 69,flat,1254.4,0,1,semifurnished,semi_luxrious
1132,1.37,3.0,3.0,1,high floor,Relatively New,sector 69,flat,1578.0,0,1,unfurnished,semi_luxrious
1133,1.32,3.0,3.0,1,high floor,Relatively New,sector 69,flat,1254.4,0,1,semifurnished,semi_luxrious
1134,1.3,3.0,3.0,1,high floor,Relatively New,sector 69,flat,1230.4,0,1,semifurnished,semi_luxrious
1135,1.3,3.0,3.0,3,high floor,Moderately Old,sector 86,flat,1544.0,1,0,semifurnished,luxrious
1136,1.5,3.0,3.0,1,high floor,Relatively New,sector 86,flat,1330.0,0,0,unfurnished,luxrious
1137,1.68,4.0,4.0,2,low floor,Relatively New,sector 69,flat,1608.0,0,1,unfurnished,luxrious
1138,1.4,3.0,3.0,2,high floor,Relatively New,sector 69,flat,1262.4,0,1,unfurnished,luxrious
1139,1.5,3.0,3.0,1,high floor,Relatively New,sector 86,flat,1520.0,0,0,unfurnished,normal
1140,0.5,3.0,2.0,2,mid floor,Relatively New,sector 107,flat,645.0,0,0,unfurnished,normal
1141,0.36,2.0,2.0,1,mid floor,Relatively New,sector 107,flat,602.0,0,0,unfurnished,normal
1142,3.1,4.0,5.0,3+,mid floor,Moderately Old,sector 72,flat,2300.0,1,1,unfurnished,luxrious
1143,0.31,2.0,2.0,1,mid floor,Relatively New,sector 95,flat,549.174178,0,1,semifurnished,semi_luxrious
1144,0.71,3.0,3.0,3,low floor,Relatively New,sector 92,flat,1326.0,0,1,unfurnished,semi_luxrious
1145,1.15,3.0,3.0,1,mid floor,Moderately Old,sector 83,flat,1400.0,0,0,semifurnished,semi_luxrious
1146,1.05,3.0,2.0,2,low floor,Moderately Old,sector 83,flat,1400.0,0,0,semifurnished,semi_luxrious
1147,2.1,3.0,3.0,3,high floor,Relatively New,sector 61,flat,1400.0,0,0,semifurnished,normal
1148,0.29,2.0,2.0,2,groundfloor,Relatively New,sector 107,flat,489.0,0,0,unfurnished,normal
1149,0.28,2.0,2.0,2,high floor,Relatively New,sector 107,flat,489.0,0,0,unfurnished,low
1150,0.28,2.0,2.0,2,high floor,Relatively New,sector 107,flat,489.0,0,0,unfurnished,normal
1151,0.28,2.0,2.0,2,mid floor,Relatively New,sector 107,flat,489.0,0,0,unfurnished,normal
1152,0.24,1.0,1.0,1,low floor,Relatively New,sector 103,flat,360.0,0,0,unfurnished,low
1153,0.35,2.0,2.0,2,mid floor,Relatively New,sector 107,flat,547.0,0,0,unfurnished,normal
1154,0.51,3.0,2.0,2,mid floor,Relatively New,sector 107,flat,645.0,0,0,unfurnished,low
1155,0.35,2.0,2.0,2,mid floor,Relatively New,sector 107,flat,547.0,0,0,unfurnished,normal
1156,0.29,2.0,2.0,2,high floor,Relatively New,sector 107,flat,489.0,0,0,unfurnished,normal
1157,0.36,2.0,2.0,2,mid floor,Relatively New,sector 107,flat,547.0,0,0,unfurnished,normal
1158,2.0,3.0,3.0,3,low floor,Relatively New,sector 65,flat,1650.0,1,0,semifurnished,luxrious
1159,2.7,4.0,4.0,3,mid floor,Relatively New,sector 66,flat,2211.2000000000003,1,0,unfurnished,low
1160,4.94,3.0,4.0,3,high floor,Moderately Old,sector 65,flat,2434.4,1,0,unfurnished,luxrious
1161,1.75,4.0,4.0,2,mid floor,Relatively New,sector 69,flat,1608.0,0,0,semifurnished,semi_luxrious
1162,1.25,4.0,5.0,2,mid floor,Relatively New,sector 90,flat,2060.0,1,0,unfurnished,luxrious
1163,0.92,3.0,4.0,3,low floor,Relatively New,sector 90,flat,1161.0,1,0,unfurnished,luxrious
1164,1.3,4.0,5.0,2,mid floor,Relatively New,sector 90,flat,1825.0,1,0,unfurnished,semi_luxrious
1165,0.62,2.0,2.0,1,low floor,Relatively New,sector 69,flat,482.0,0,0,semifurnished,semi_luxrious
1166,1.92,4.0,5.0,3+,mid floor,Relatively New,sector 69,flat,1920.0,1,0,semifurnished,luxrious
1167,2.0,4.0,4.0,3,mid floor,Relatively New,sector 56,flat,2100.0,0,0,semifurnished,normal
1168,2.0,4.0,5.0,3+,low floor,Relatively New,sector 70,flat,1920.0,1,0,semifurnished,normal
1169,0.75,3.0,4.0,3,low floor,Relatively New,sector 1,flat,2445.0,1,0,unfurnished,low
1170,1.85,3.0,4.0,3,low floor,Relatively New,sector 85,flat,1926.4,1,0,semifurnished,normal
1171,0.89,2.0,2.0,3+,mid floor,Relatively New,sector 91,flat,1200.0,0,0,semifurnished,low
1172,1.25,3.0,4.0,2,mid floor,Relatively New,sector 85,flat,1696.0,1,0,semifurnished,normal
1173,2.15,3.0,3.0,3,mid floor,Relatively New,sector 102,flat,1592.0,0,0,semifurnished,normal
1174,3.05,3.0,3.0,3+,high floor,Relatively New,sector 67,flat,1688.0,1,0,semifurnished,luxrious
1175,2.65,3.0,3.0,3,groundfloor,Relatively New,sector 67,flat,1700.0,0,0,semifurnished,luxrious
1176,0.49,2.0,2.0,3,mid floor,Relatively New,sector 81,flat,635.0,0,0,unfurnished,luxrious
1177,1.82,3.0,3.0,3,high floor,Relatively New,sector 70,flat,1550.0,0,0,unfurnished,semi_luxrious
1178,0.5,2.0,2.0,3,mid floor,Relatively New,sector 81,flat,635.0,0,0,unfurnished,luxrious
1179,0.92,3.0,3.0,3,high floor,Relatively New,sector 77,flat,1400.0,0,0,semifurnished,normal
1180,1.65,3.0,4.0,3,low floor,Relatively New,sector 70,flat,1267.0,1,0,furnished,luxrious
1181,1.1,2.0,2.0,2,mid floor,Relatively New,sector 70,flat,1160.0,0,0,unfurnished,normal
1182,1.55,3.0,3.0,3,mid floor,Relatively New,sector 70,flat,1400.0,1,1,unfurnished,normal
1183,1.25,3.0,3.0,2,low floor,Relatively New,sector 70,flat,1200.0,0,0,unfurnished,normal
1184,1.6,4.0,4.0,3,low floor,Relatively New,sector 70,flat,1400.0,0,0,unfurnished,normal
1185,1.15,2.0,2.0,3,mid floor,Relatively New,sector 70,flat,1080.0,0,0,unfurnished,normal
1186,1.6,3.0,3.0,3,mid floor,Relatively New,sector 70,flat,1161.0,1,1,unfurnished,normal
1187,4.0,4.0,5.0,3+,high floor,Relatively New,sector 81,flat,3360.0,1,0,semifurnished,luxrious
1188,2.22,3.0,4.0,3+,high floor,Relatively New,sector 81,flat,2128.0,1,0,semifurnished,luxrious
1189,3.0,4.0,5.0,2,mid floor,Relatively New,sector 81,flat,2548.0,1,0,semifurnished,semi_luxrious
1190,1.0,2.0,2.0,2,high floor,Relatively New,sector 82,flat,1148.0,0,0,semifurnished,semi_luxrious
1191,10.75,5.0,7.0,3,mid floor,Relatively New,sector 62,flat,4411.2,1,0,semifurnished,luxrious
1192,9.14,4.0,6.0,3,hometop,Relatively New,sector 62,flat,3258.0,1,0,semifurnished,luxrious
1193,8.35,4.0,6.0,3,hometop,Relatively New,sector 62,flat,3423.2000000000003,1,1,unfurnished,luxrious
1194,0.73,3.0,3.0,3+,low floor,Moderately Old,sector 1,flat,1400.0,1,0,unfurnished,semi_luxrious
1195,0.95,3.0,4.0,3,mid floor,Moderately Old,sector 1,flat,1900.0,1,0,unfurnished,semi_luxrious
1196,0.48,2.0,2.0,3,mid floor,Moderately Old,sector 1,flat,770.0,0,0,unfurnished,semi_luxrious
1197,0.86,3.0,3.0,3+,low floor,Moderately Old,sector 1,flat,1877.0,1,0,unfurnished,semi_luxrious
1198,0.81,3.0,3.0,3+,low floor,Moderately Old,sector 1,flat,1877.0,1,0,unfurnished,semi_luxrious
1199,2.9,3.0,3.0,3,groundfloor,Relatively New,sector 67,flat,1637.6,0,0,semifurnished,normal
1200,0.37,1.0,1.0,2,low floor,Relatively New,sector 71,flat,366.510795,0,0,semifurnished,normal
1201,0.59,2.0,2.0,1,mid floor,Moderately Old,sector 71,flat,540.885975,0,0,unfurnished,semi_luxrious
1202,0.6,2.0,2.0,1,mid floor,Relatively New,sector 71,flat,600.0,0,1,unfurnished,semi_luxrious
1203,0.37,1.0,1.0,2,low floor,Relatively New,sector 71,flat,366.510795,0,0,unfurnished,semi_luxrious
1204,0.9,2.0,2.0,3+,low floor,Relatively New,sector 107,flat,1092.8,0,0,unfurnished,low
1205,1.66,3.0,5.0,3,mid floor,Relatively New,sector 70,flat,1161.0,1,0,unfurnished,semi_luxrious
1206,2.0,4.0,4.0,3+,high floor,Moderately Old,sector 90,flat,2181.6,1,0,unfurnished,normal
1207,1.67,3.0,5.0,3,mid floor,Moderately Old,sector 70,flat,1161.0,1,0,unfurnished,semi_luxrious
1208,1.1,2.0,2.0,2,mid floor,Relatively New,sector 70,flat,1300.0,0,0,unfurnished,semi_luxrious
1209,1.6,3.0,5.0,3,mid floor,Relatively New,sector 70,flat,1161.0,1,0,unfurnished,semi_luxrious
1210,1.07,2.0,2.0,3,mid floor,Relatively New,sector 70,flat,1080.0,0,0,unfurnished,semi_luxrious
1211,1.76,4.0,4.0,2,mid floor,Relatively New,sector 69,flat,1608.0,0,0,unfurnished,semi_luxrious
1212,1.55,3.0,3.0,2,mid floor,Relatively New,sector 69,flat,1262.4,0,1,unfurnished,semi_luxrious
1213,5.5,4.0,5.0,3+,high floor,New Property,sector 2,flat,4640.0,1,1,unfurnished,luxrious
1214,0.27,2.0,2.0,1,mid floor,Relatively New,sector 99,flat,484.0,0,0,unfurnished,normal
1215,0.26,2.0,2.0,1,mid floor,Relatively New,sector 99,flat,550.0,0,0,unfurnished,semi_luxrious
1216,1.25,2.0,2.0,2,groundfloor,Relatively New,sector 102,flat,972.0,0,0,unfurnished,semi_luxrious
1217,2.1,3.0,4.0,3+,mid floor,Relatively New,sector 102,flat,1719.2,1,0,unfurnished,normal
1218,0.95,2.0,2.0,3+,low floor,Relatively New,sector 106,flat,845.0,0,0,unfurnished,normal
1219,0.92,2.0,2.0,3+,low floor,Relatively New,sector 106,flat,845.0,0,0,unfurnished,luxrious
1220,1.25,3.0,4.0,3+,mid floor,Relatively New,sector 106,flat,1130.0,1,0,unfurnished,luxrious
1221,0.87,2.0,2.0,3+,low floor,New Property,sector 106,flat,940.0,0,0,unfurnished,luxrious
1222,1.2,3.0,4.0,3+,mid floor,Relatively New,sector 106,flat,1130.0,1,0,unfurnished,luxrious
1223,0.8,2.0,2.0,3,mid floor,Relatively New,sector 37,flat,900.0,0,0,unfurnished,luxrious
1224,0.98,3.0,3.0,3+,mid floor,Relatively New,sector 37,flat,1400.0,0,1,unfurnished,luxrious
1225,1.32,2.0,2.0,2,low floor,Relatively New,sector 113,flat,1099.0,0,0,unfurnished,normal
1226,1.35,3.0,3.0,3,mid floor,Old Property,sector 56,flat,1600.0,0,0,semifurnished,semi_luxrious
1227,3.45,4.0,5.0,3+,mid floor,Relatively New,sector 111,flat,2360.0,1,0,unfurnished,semi_luxrious
1228,2.4,3.0,4.0,3+,mid floor,New Property,sector 81,flat,2128.0,1,0,semifurnished,luxrious
1229,3.45,4.0,4.0,3+,mid floor,New Property,sector 81,flat,2297.6,1,0,furnished,luxrious
1230,2.25,3.0,3.0,3+,high floor,Relatively New,sector 81,flat,1705.6,1,0,furnished,luxrious
1231,1.25,3.0,3.0,3,low floor,Relatively New,sector 37,flat,1400.0,0,0,unfurnished,normal
