society,price,price_persqft,bedRoom,bathroom,balcony,floorNum,agePossession,sector,type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
the nav manesar apartment,0.85,3953.0,3.0,3.0,3+,5.0,Moderately Old,sector 1,flat,1720.0,0,1,0,0,0,2,5
ireo skyon,3.0,12484.0,3.0,3.0,3,5.0,Relatively New,sector 60,flat,2200.0,0,1,0,0,0,0,174
ireo skyon,2.12,15531.0,2.0,2.0,2,2.0,Relatively New,sector 60,flat,1365.0,0,0,0,1,0,0,174
umang winter hills,1.05,5762.0,3.0,3.0,3,7.0,Relatively New,sector 77,flat,1400.0,0,0,0,0,0,2,49
ss the leaf,1.65,6852.0,3.0,4.0,3,9.0,New Property,sector 85,flat,1926.4,0,0,0,1,0,2,21
alpha corp gurgaonone,1.5,7641.0,3.0,3.0,3,20.0,Relatively New,sector 84,flat,1700.0,0,1,0,0,0,0,37
m3m merlin,3.4,14418.0,3.0,4.0,3+,16.0,Relatively New,sector 67,flat,1886.4,0,1,0,0,0,0,158
m3m merlin,3.5,14843.0,3.0,4.0,3+,15.0,Relatively New,sector 67,flat,1886.4,0,1,0,0,0,0,158
ireo victory valley,3.15,12846.0,3.0,4.0,3+,15.0,Relatively New,sector 67,flat,1961.6000000000001,0,1,0,1,0,0,149
dlf the icon,5.25,20388.0,4.0,4.0,3,9.0,Old Property,sector 43,flat,2575.0,0,1,0,1,1,2,135
m3m merlin,2.78,13580.0,3.0,3.0,3+,4.0,Relatively New,sector 67,flat,1637.6000000000001,0,0,0,1,0,0,157
ansal heights,0.72,4500.0,3.0,3.0,3,9.0,Relatively New,sector 92,flat,1600.0,0,1,0,0,0,2,49
professors enclave cghs,1.55,7750.0,3.0,3.0,3+,6.0,Moderately Old,sector 56,flat,1600.0,0,1,0,0,0,0,49
ansal maple heights,1.5,12658.0,3.0,3.0,3+,7.0,Old Property,sector 43,flat,1185.0,0,0,1,0,0,0,174
ireo victory valley,3.05,16266.0,3.0,4.0,2,35.0,Relatively New,sector 67,flat,1875.0,1,1,0,0,0,0,165
ireo the grand arch,3.83,21577.0,3.0,4.0,2,10.0,Relatively New,sector 58,flat,1775.0,1,1,0,0,0,0,174
m3m skywalk,2.25,13636.0,3.0,3.0,2,9.0,Relatively New,sector 74,flat,1650.0,0,1,0,0,0,0,174
vatika gurgaon,1.4,7179.0,4.0,4.0,3,10.0,Relatively New,sector 83,flat,1950.0,0,1,0,0,0,2,35
experion windchants,3.75,13383.0,3.0,5.0,3+,22.0,Relatively New,sector 112,flat,2241.6,0,1,0,0,0,0,49
capital residences 360,1.51,7641.0,3.0,3.0,3,7.0,Relatively New,sector 70a,flat,1580.8000000000002,0,1,0,0,0,2,49
bestech park view city,2.7,11713.0,3.0,3.0,3+,7.0,Relatively New,sector 48,flat,1700.0,1,1,0,0,0,0,174
la vida by tata housing,3.35,12444.0,4.0,4.0,3+,11.0,Relatively New,sector 113,flat,2692.0,1,1,0,0,0,0,174
tulip violet,1.5,10714.0,3.0,3.0,2,8.0,Relatively New,sector 69,flat,1400.0,0,0,0,1,0,0,174
bestech park view grand spa,2.2,8270.0,3.0,4.0,3+,8.0,Relatively New,sector 81,flat,2300.0,0,1,0,0,0,0,165
dlf the primus,2.55,11218.0,4.0,4.0,3+,14.0,Relatively New,sector 82a,flat,1340.0,0,0,0,0,0,1,44
signature global synera,0.45,7525.0,2.0,2.0,2,6.0,Relatively New,sector 81,flat,598.0,0,0,1,0,0,0,39
vatika gurgaon,1.18,6801.0,3.0,3.0,2,14.0,Relatively New,sector 83,flat,1500.0,0,0,0,0,0,2,26
alpha corp gurgaonone,0.85,6692.0,2.0,2.0,3,6.0,Relatively New,sector 84,flat,1050.0,0,0,0,0,0,0,28
alpha corp gurgaonone,1.49,7590.0,3.0,3.0,3,6.0,Relatively New,sector 84,flat,1700.0,0,1,0,0,0,2,28
parsvnath exotica,6.5,19174.0,4.0,5.0,3+,10.0,Relatively New,sector 53,flat,2500.0,1,1,0,1,0,0,174
sare homes,1.18,5207.0,4.0,4.0,3,8.0,Relatively New,sector 92,flat,2266.0,0,1,0,0,0,2,108
sare homes,0.8,5252.0,3.0,3.0,3,7.0,Relatively New,sector 92,flat,1523.0,1,0,0,0,0,0,80
vatika gurgaon,1.42,8875.0,4.0,4.0,3,7.0,Relatively New,sector 83,flat,1600.0,1,1,0,0,0,2,103
m3m golfestate,5.0,16666.0,3.0,3.0,3,2.0,Relatively New,sector 65,flat,3000.0,0,1,0,0,0,0,174
dlf the skycourt,1.72,8916.0,3.0,3.0,1,8.0,Relatively New,sector 86,flat,1543.2,0,0,0,0,1,0,49
emaar emerald hills,1.95,13928.0,3.0,3.0,3+,1.0,New Property,sector 65,flat,1400.0,0,0,1,0,0,0,117
mapsko paradise,0.75,5597.0,3.0,3.0,3,10.0,New Property,sector 83,flat,1000.0,0,0,0,0,1,0,49
bptp terra,1.72,7850.0,3.0,3.0,3+,10.0,Relatively New,sector 37d,flat,1752.8000000000002,0,1,0,0,0,2,31
adani m2k oyster grande,2.5,7817.0,4.0,5.0,3+,10.0,Relatively New,sector 102,flat,2350.0,0,1,0,1,0,0,174
emaar imperial gardens,1.7,8395.0,3.0,4.0,3+,8.0,Relatively New,sector 102,flat,1600.0,0,1,0,1,0,0,174
unitech fresco,1.14,8532.0,2.0,2.0,2,19.0,Moderately Old,sector 50,flat,1100.0,0,0,0,0,1,0,174
ansal maple crescent,1.35,10037.0,3.0,3.0,3,2.0,Old Property,sector 43,flat,1345.0,0,0,0,0,1,0,93
prime habitat,0.27,6049.0,2.0,2.0,1,10.0,Relatively New,sector 99a,flat,448.0,0,0,0,0,0,2,67
dlf new town heights,1.4,5942.0,4.0,4.0,3+,20.0,Relatively New,sector 86,flat,1884.8000000000002,0,1,0,1,0,2,65
dlf new town heights,1.25,6476.0,3.0,4.0,3+,2.0,Relatively New,sector 86,flat,1544.0,0,1,0,1,0,2,65
ss the leaf,1.18,10727.0,2.0,2.0,3,9.0,Relatively New,sector 85,flat,1100.0,1,0,0,0,0,0,150
ss the leaf,1.1,9565.0,2.0,2.0,3,10.0,Relatively New,sector 85,flat,1150.0,0,0,0,1,0,2,150
m3m woodshire,1.21,6227.0,3.0,3.0,3,7.0,Moderately Old,sector 107,flat,1500.0,0,0,0,0,0,0,126
indiabulls enigma,3.45,10147.0,4.0,4.0,3,9.0,Moderately Old,sector 110,flat,2720.0,0,1,0,0,0,0,125
shapoorji pallonji joyville gurugram,1.95,10529.0,3.0,3.0,3,10.0,Relatively New,sector 102,flat,1481.6000000000001,0,0,0,0,0,2,59
puri diplomatic greens,3.65,12372.0,4.0,5.0,3+,17.0,Moderately Old,sector 111,flat,2360.0,0,1,0,0,0,0,132
dlf regency park,2.3,11817.0,3.0,3.0,3,7.0,Moderately Old,sector 28,flat,1946.348,0,1,0,0,0,2,117
emaar mgf the palm drive,3.4,15454.0,3.0,4.0,3,9.0,Relatively New,sector 66,flat,1760.0,0,1,1,0,0,0,96
eldeco accolade,1.14,6530.0,3.0,3.0,3+,4.0,Relatively New,sohna road,flat,1062.0,0,0,0,0,0,2,157
eldeco accolade,0.96,6571.0,2.0,2.0,3+,14.0,Relatively New,sohna road,flat,849.0,1,0,0,0,0,2,151
la vida by tata housing,3.05,15561.0,3.0,4.0,3,3.0,Relatively New,sector 113,flat,1960.0,0,1,0,0,0,2,174
la vida by tata housing,2.35,13352.0,3.0,4.0,3,3.0,Relatively New,sector 113,flat,1760.0,0,1,0,0,0,2,174
pareena coban residences,1.05,6774.0,2.0,2.0,3,2.0,Relatively New,sector 99a,flat,1240.0,1,0,0,0,0,2,49
pareena coban residences,1.02,8793.0,2.0,2.0,3,3.0,Relatively New,sector 99a,flat,1160.0,1,0,0,0,0,2,174
pareena coban residences,1.08,6625.0,3.0,5.0,3,2.0,Relatively New,sector 99a,flat,1630.0,0,1,0,0,1,2,49
tata gurgaon gateway,1.75,10443.0,2.0,2.0,2,10.0,Relatively New,sector 113,flat,1264.0,1,0,0,0,0,2,104
tata gurgaon gateway,2.45,10786.0,3.0,3.0,3,8.0,Relatively New,sector 113,flat,1780.0,0,0,0,0,0,2,110
tata gurgaon gateway,6.0,9139.0,5.0,6.0,3+,24.0,Moderately Old,sector 113,flat,6565.0,0,0,0,0,0,2,117
ats kocoon,1.68,9627.0,3.0,3.0,3,8.0,Relatively New,sector 109,flat,1396.0,0,0,0,0,0,2,142
shapoorji pallonji joyville gurugram,1.26,10041.0,2.0,2.0,2,10.0,Relatively New,sector 102,flat,972.0,0,0,0,0,0,2,108
conscient heritage max,1.82,9011.0,3.0,4.0,3+,12.0,Relatively New,sector 102,flat,1553.6000000000001,0,1,0,0,0,2,101
puri diplomatic greens,2.58,11727.0,3.0,4.0,2,9.0,Relatively New,sector 111,flat,1760.0,0,1,0,0,0,2,101
la vida by tata housing,1.75,10489.0,2.0,2.0,3,10.0,Relatively New,sector 113,flat,1258.4,1,0,0,0,0,2,93
sobha city,2.6,15195.0,3.0,3.0,2,8.0,Relatively New,sector 108,flat,1368.8000000000002,0,0,0,0,0,2,99
sobha city,2.9,14478.0,3.0,4.0,2,11.0,Relatively New,sector 108,flat,1602.4,0,0,0,0,0,2,108
m3m woodshire,1.4,5929.0,3.0,4.0,3+,6.0,Relatively New,sector 107,flat,1888.8000000000002,0,1,0,0,0,2,117
ats tourmaline,2.95,9365.0,4.0,5.0,3+,10.0,Relatively New,sector 109,flat,2520.0,0,1,0,0,0,2,101
ats tourmaline,2.25,8704.0,3.0,4.0,3,14.0,Relatively New,sector 109,flat,2068.0,0,1,0,0,0,2,101
ats tourmaline,1.4,8000.0,3.0,3.0,3+,9.0,Relatively New,sector 109,flat,1400.0,0,0,0,0,0,2,95
sbtl caladium,1.26,6542.0,3.0,2.0,3,8.0,Relatively New,sector 109,flat,1504.0,0,0,0,0,0,2,103
tulip violet,1.7,8623.0,4.0,4.0,1,12.0,Relatively New,sector 69,flat,1576.0,0,0,0,0,0,2,88
tulip violet,1.43,9039.0,3.0,3.0,2,1.0,Relatively New,sector 69,flat,1262.4,0,0,0,1,0,2,102
tulip violet,1.3,8283.0,3.0,3.0,1,12.0,Relatively New,sector 69,flat,1254.4,0,0,0,1,0,2,86
tulip violet,1.32,8411.0,3.0,3.0,1,12.0,Relatively New,sector 69,flat,1254.4,0,0,0,1,0,2,86
tulip violet,2.0,9950.0,4.0,4.0,2,0.0,Relatively New,sector 69,flat,1608.0,0,0,0,0,0,2,95
tulip violet,1.43,8886.0,3.0,3.0,2,1.0,Relatively New,sector 69,flat,1286.4,0,0,0,1,0,2,86
dlf the ultima,3.46,12047.0,4.0,4.0,3+,10.0,New Property,sector 81,flat,2297.6,0,1,0,0,0,1,161
dlf the ultima,2.25,10553.0,3.0,3.0,3+,6.0,New Property,sector 81,flat,1705.6000000000001,0,1,0,0,0,1,168
ats kocoon,1.7,9742.0,3.0,3.0,3,21.0,Moderately Old,sector 109,flat,1250.0,0,0,0,0,0,2,49
sbtl caladium,1.8,7072.0,3.0,3.0,3+,10.0,Relatively New,sector 109,flat,1527.0,0,0,0,0,0,2,174
sbtl caladium,1.35,7180.0,3.0,2.0,3+,12.0,Relatively New,sector 109,flat,1128.0,0,0,0,0,0,2,128
m3m golfestate,5.4,18126.0,3.0,4.0,3,19.0,Moderately Old,sector 65,flat,2383.2000000000003,1,1,0,0,0,0,174
shree arihant apartment,1.55,7380.0,3.0,3.0,3+,3.0,Moderately Old,sector 54,flat,1900.0,0,0,0,1,1,0,125
m3m skywalk,1.6,9512.0,2.0,2.0,2,26.0,Relatively New,sector 74,flat,1345.0,0,0,0,0,0,0,158
the lions cghs,2.09,8708.0,4.0,4.0,3+,7.0,Relatively New,sector 56,flat,2200.0,0,0,0,0,1,0,125
sunischit apartments,1.75,7954.0,3.0,3.0,3+,6.0,Moderately Old,sector 54,flat,2000.0,0,1,0,0,0,0,126
emaar palm gardens,1.38,8023.0,3.0,3.0,3,5.0,Relatively New,sector 83,flat,1150.0,0,1,0,0,0,0,8
emaar mgf emerald floors premier,2.25,13636.0,3.0,3.0,3,3.0,Relatively New,sector 65,flat,1350.0,1,1,0,0,0,0,49
dlf the ultima,2.4,11412.0,3.0,4.0,3+,19.0,Relatively New,sector 81,flat,1682.4,0,1,0,0,0,1,174
emaar palm gardens,1.72,9052.0,3.0,3.0,3,4.0,Relatively New,sector 83,flat,1240.00128,0,1,0,0,0,0,165
umang monsoon breeze,0.88,4746.0,3.0,4.0,3,8.0,Moderately Old,sector 78,flat,1501.0,0,1,0,1,0,2,111
emaar palm gardens,3.15,8400.0,5.0,7.0,3+,15.0,Relatively New,sector 83,flat,2444.912246,0,1,0,0,0,0,165
bptp terra,1.72,9497.0,3.0,3.0,3,9.0,Relatively New,sector 37d,flat,996.306584,1,0,0,0,0,0,24
m3m skywalk,1.47,10954.0,2.0,2.0,3,26.0,New Property,sector 74,flat,1132.0,0,0,0,0,0,0,31
chd avenue,1.1,6104.0,3.0,4.0,3,3.0,Moderately Old,sector 71,flat,1441.6000000000001,0,1,0,0,0,2,26
chd avenue,1.32,6019.0,4.0,4.0,3,14.0,Moderately Old,sector 71,flat,1754.4,0,1,0,0,0,2,65
chd avenue,1.3,5531.0,4.0,4.0,3,5.0,Moderately Old,sector 71,flat,1880.0,0,1,0,0,0,2,126
chd avenue,1.35,5744.0,4.0,4.0,3,8.0,Moderately Old,sector 71,flat,1880.0,0,1,0,0,0,2,26
bptp mansions park prime,3.0,10853.0,4.0,4.0,3,3.0,Relatively New,sector 66,flat,2500.0,1,1,0,1,1,0,174
dlf the skycourt,1.6,8294.0,3.0,3.0,3+,9.0,Relatively New,sector 86,flat,1300.0,0,0,0,0,1,0,167
bestech park view city,3.0,12589.0,4.0,4.0,3,5.0,Moderately Old,sector 49,flat,2000.0,0,1,0,1,0,0,141
hsiidc sidco aravali,0.9,3477.0,3.0,3.0,3+,8.0,Moderately Old,sector 1,flat,2070.4,0,1,0,0,0,2,23
sunischit apartments,1.75,7954.0,3.0,4.0,3+,5.0,Moderately Old,sector 54,flat,1700.0,0,1,0,0,0,0,83
shapoorji pallonji joyville gurugram,2.0,10799.0,3.0,3.0,3,9.0,Relatively New,sector 102,flat,1481.6000000000001,0,0,0,0,0,2,49
shapoorji pallonji joyville gurugram,1.8,10638.0,3.0,3.0,3,5.0,Relatively New,sector 102,flat,1353.6000000000001,0,0,0,0,0,2,49
ats kocoon,1.6,9169.0,3.0,3.0,3,10.0,Relatively New,sector 109,flat,1396.0,0,0,0,0,0,2,86
mahindra aura,1.4,9655.0,3.0,3.0,3,10.0,Relatively New,sector 110,flat,1450.0,0,0,0,0,0,0,142
mahindra aura,1.8,8814.0,3.0,3.0,3+,7.0,Relatively New,sector 110,flat,1650.0,0,1,0,0,0,0,136
bestech park view spa next,2.7,11489.0,4.0,4.0,3+,9.0,Moderately Old,sector 67,flat,1880.0,0,1,0,1,0,0,149
dlf the skycourt,1.55,8031.0,3.0,3.0,3,5.0,Relatively New,sector 86,flat,1720.0,0,0,0,0,0,2,49
mapsko royale ville,1.15,6424.0,3.0,4.0,2,15.0,Relatively New,sector 82,flat,1432.0,0,1,0,1,0,0,104
emaar gurgaon greens,1.49,9030.0,3.0,3.0,3,10.0,Relatively New,sector 102,flat,1022.5705,0,0,0,0,0,0,159
emaar imperial gardens,1.91,9550.0,3.0,4.0,2,17.0,Relatively New,sector 102,flat,1228.16099,1,1,0,0,0,0,152
vatika city homes,1.05,8571.0,3.0,3.0,3,8.0,Moderately Old,sector 83,flat,1225.0,0,0,0,1,0,0,103
indiabulls centrum park,2.14,7443.0,4.0,6.0,3+,7.0,Relatively New,sector 103,flat,2550.0,0,1,0,0,0,2,142
bestech park view residency,1.02,7208.0,2.0,2.0,3,11.0,Moderately Old,sector 2,flat,1132.0,0,0,0,0,0,2,92
bestech park view residency,0.56,8553.0,1.0,1.0,2,7.0,Moderately Old,sector 2,flat,650.0,0,0,0,0,0,2,92
ireo skyon,2.5,16129.0,2.0,3.0,2,4.0,Relatively New,sector 60,flat,1240.0,1,0,0,0,0,2,100
pioneer park,2.0,11764.0,3.0,3.0,3,24.0,Moderately Old,sector 61,flat,1360.0,0,0,0,0,0,0,75
dhoot time residency,2.2,12813.0,3.0,4.0,3+,8.0,Moderately Old,sector 63,flat,1373.6000000000001,1,0,0,0,0,0,61
experion the heartsong,1.65,8237.0,3.0,4.0,3,3.0,Moderately Old,sector 108,flat,1302.0013439999998,1,0,0,0,0,0,75
aipl the peaceful homes,1.6,9584.0,2.0,2.0,2,22.0,Moderately Old,sector 70a,flat,1252.0,0,0,0,0,0,2,86
vatika the seven lamps,0.85,6538.0,2.0,2.0,2,0.0,Relatively New,sector 82,flat,1040.0,0,0,0,0,0,0,49
emaar gurgaon greens,1.4,8484.0,3.0,3.0,3,3.0,Relatively New,sector 102,flat,1022.5705,0,1,0,0,0,2,60
dlf wellington estate,2.09,14615.0,3.0,3.0,2,11.0,Old Property,sector 43,flat,1144.0,0,0,0,0,0,0,79
orchid petals,2.51,12178.0,3.0,3.0,3+,7.0,Old Property,sector 49,flat,1648.8000000000002,1,0,0,0,0,0,72
sunischit apartments,1.69,7954.0,3.0,3.0,3+,5.0,Old Property,sector 54,flat,1760.0,0,1,0,0,0,0,65
bestech park view residency,0.98,6932.0,2.0,2.0,3,11.0,Moderately Old,sector 2,flat,1132.0,0,0,0,0,0,2,83
experion the heartsong,2.0,7196.0,4.0,4.0,3+,10.0,Relatively New,sector 108,flat,2300.0,0,1,0,1,0,0,174
orchid petals,1.95,9972.0,3.0,3.0,3,2.0,Old Property,sector 49,flat,1444.0,0,0,0,0,0,0,90
dlf carlton estate,2.1,15418.0,3.0,3.0,1,2.0,Old Property,sector 43,flat,1089.6000000000001,0,0,1,0,0,0,88
kiran residency,1.55,7750.0,3.0,3.0,3,5.0,Old Property,sector 56,flat,1600.0,0,1,0,0,0,0,52
vatika city,1.98,9074.0,3.0,4.0,3,9.0,Moderately Old,sector 49,flat,1670.0,0,1,0,0,0,0,101
the lions cghs,2.05,8541.0,4.0,4.0,3+,8.0,Moderately Old,sector 56,flat,2400.0,0,0,0,0,0,0,49
pgr shree kripaluji apartment,1.4,6086.0,3.0,3.0,3+,8.0,Relatively New,sector 52,flat,2300.0,0,0,0,0,0,0,80
ats tourmaline,1.4,8000.0,3.0,3.0,3+,8.0,Relatively New,sector 109,flat,1350.0,0,0,1,0,0,2,119
indiabulls centrum park,2.36,9182.0,4.0,6.0,3+,8.0,Relatively New,sector 103,flat,2570.0,0,1,0,0,0,0,159
ats kocoon,1.65,10645.0,3.0,3.0,3,19.0,Relatively New,sector 109,flat,1550.0,0,0,1,0,0,0,159
puri diplomatic greens,2.65,13589.0,3.0,4.0,2,7.0,Relatively New,sector 111,flat,1950.0,0,1,0,0,0,0,159
ats triumph,2.63,9563.0,4.0,4.0,3+,21.0,Relatively New,sector 104,flat,2750.0,0,1,0,0,0,0,161
puri emerald bay,2.25,10465.0,3.0,4.0,3+,4.0,Relatively New,sector 104,flat,2150.0,0,1,0,0,0,0,159
ats triumph,2.55,13076.0,4.0,4.0,3+,21.0,Relatively New,sector 104,flat,1950.0,0,1,0,0,0,2,150
indiabulls centrum park,1.15,7765.0,2.0,2.0,3,8.0,Relatively New,sector 103,flat,1184.8,1,0,0,0,0,0,135
sagar apartment,1.45,7250.0,3.0,3.0,3+,7.0,Old Property,sector 56,flat,1800.0,1,1,0,1,1,2,166
ats triumph,2.6,8813.0,4.0,4.0,3+,16.0,Relatively New,sector 104,flat,2950.0,0,1,0,0,0,0,150
emaar gurgaon greens,1.55,9393.0,3.0,4.0,3,7.0,Relatively New,sector 102,flat,1022.5705,0,1,0,0,0,0,152
paras irene,1.2,8450.0,2.0,2.0,3,6.0,Moderately Old,sector 70a,flat,1136.0,0,0,0,0,0,2,42
shree vardhman victoria,1.55,7948.0,3.0,3.0,3,6.0,Relatively New,sector 70,flat,1161.0,1,1,0,1,1,2,49
shree vardhman victoria,1.65,8461.0,3.0,4.0,3,5.0,Relatively New,sector 70,flat,1161.0,0,1,0,0,1,0,49
ss the leaf,1.05,6402.0,2.0,2.0,3,6.0,Relatively New,sector 85,flat,1312.0,0,0,0,0,1,2,49
dlf regal gardens,1.29,9020.0,3.0,3.0,3,7.0,Relatively New,sector 90,flat,1430.0,1,0,0,0,0,2,174
pyramid urban,0.56,7928.0,2.0,2.0,2,0.0,Relatively New,sector 67a,flat,700.0,0,0,0,0,1,2,49
dlf regal gardens,1.26,7636.0,3.0,3.0,2,12.0,Relatively New,sector 90,flat,1395.2,0,0,0,0,1,2,8
ss the leaf,1.91,5026.0,4.0,6.0,3,6.0,Relatively New,sector 85,flat,3800.0,0,1,0,0,0,2,174
ss the leaf,2.2,5641.0,4.0,6.0,3,10.0,Relatively New,sector 85,flat,3950.0,0,1,0,0,0,2,174
ss the leaf,1.98,8256.0,3.0,4.0,3,12.0,Relatively New,sector 85,flat,2408.0,0,0,1,0,0,2,174
ss the leaf,1.11,6851.0,2.0,2.0,3,8.0,Relatively New,sector 85,flat,1640.0,0,0,1,0,0,2,174
dlf the ultima,2.25,10755.0,3.0,4.0,3+,11.0,Relatively New,sector 81,flat,2092.0,0,1,0,0,0,1,174
ss the coralwood,1.05,6774.0,3.0,3.0,3,6.0,Relatively New,sector 84,flat,1550.0,0,0,0,0,1,2,129
dlf the primus,2.6,11438.0,4.0,4.0,3+,2.0,Relatively New,sector 82a,flat,1340.0,0,0,0,0,1,2,38
ss the leaf,1.04,8320.0,2.0,2.0,3,17.0,New Property,sector 85,flat,1250.0,0,0,0,0,1,2,145
dlf regal gardens,1.25,7167.0,3.0,3.0,2,11.0,Relatively New,sector 90,flat,1395.2,0,0,0,0,1,2,14
experion windchants,3.4,12134.0,3.0,3.0,2,14.0,Relatively New,sector 112,flat,2241.6,0,0,0,0,0,0,159
dlf regal gardens,1.25,7339.0,3.0,3.0,3,28.0,Moderately Old,sector 90,flat,1362.4,0,1,0,0,0,2,38
pyramid urban homes 2,0.42,8283.0,2.0,2.0,1,7.0,New Property,sector 86,flat,501.0,1,1,0,1,1,2,49
vatika gurgaon,0.75,6024.0,2.0,2.0,2,19.0,Relatively New,sector 83,flat,1020.0,0,0,0,0,1,0,105
dlf regal gardens,1.7,7223.0,4.0,4.0,3+,15.0,Moderately Old,sector 90,flat,1772.0,0,1,0,0,0,2,38
tarc maceo,0.87,6641.0,2.0,2.0,2,9.0,Relatively New,sector 91,flat,1000.0,0,0,1,0,0,2,78
dlf regal gardens,1.25,10416.0,3.0,3.0,3,18.0,Moderately Old,sector 90,flat,1200.0,0,1,0,0,0,2,100
dlf the ultima,2.35,11233.0,3.0,4.0,3+,18.0,Relatively New,sector 81,flat,1100.0,0,1,0,0,0,2,106
ats triumph,1.73,7554.0,3.0,4.0,3+,15.0,Relatively New,sector 104,flat,1832.0,0,1,0,0,0,2,159
paras dews,0.97,8818.0,2.0,2.0,3,6.0,New Property,sector 106,flat,1100.0,0,0,0,1,0,0,174
paras dews,1.35,7297.0,4.0,4.0,3+,18.0,Relatively New,sector 106,flat,1850.0,0,1,0,1,0,0,174
pareena coban residences,1.32,6609.0,3.0,5.0,3,11.0,New Property,sector 99a,flat,1500.0,0,1,0,0,0,2,88
eldeco accolade,0.71,5607.0,2.0,2.0,3,10.0,Relatively New,sohna road,flat,1020.0,0,0,0,0,0,2,159
eldeco accolade,0.78,5422.0,2.0,2.0,2,7.0,Relatively New,sohna road,flat,1165.6000000000001,1,0,0,0,0,0,137
m3m golfestate,5.5,16959.0,3.0,4.0,3,3.0,Relatively New,sector 65,flat,2388.0,0,1,0,0,0,2,49
dlf the ultima,2.3,14375.0,3.0,4.0,3+,18.0,Relatively New,sector 81,flat,1600.0,0,1,0,0,0,1,174
sidhartha ncr one phase,0.43,3152.0,2.0,2.0,2,6.0,Relatively New,sector 95,flat,1020.0,0,0,0,0,0,2,120
m3m woodshire,0.98,6421.0,2.0,2.0,3,7.0,Relatively New,sector 107,flat,1056.0,1,0,0,0,0,0,174
m3m woodshire,0.8,5856.0,2.0,2.0,3+,6.0,Relatively New,sector 107,flat,1055.0,0,0,0,1,0,0,174
ats triumph,2.65,8412.0,4.0,4.0,3+,10.0,Relatively New,sector 104,flat,2520.0,0,1,0,0,0,2,174
dlf exclusive floors,2.35,14242.0,3.0,3.0,2,1.0,Old Property,sector 43,flat,1405.0,0,0,1,0,0,0,102
m3m woodshire,1.29,8835.0,3.0,3.0,3+,1.0,Relatively New,sector 107,flat,1460.0,0,0,0,1,0,0,174
ats triumph,1.83,7991.0,3.0,4.0,3+,10.0,Relatively New,sector 104,flat,1750.0,0,1,0,0,0,2,165
m3m woodshire,1.39,5887.0,3.0,4.0,3+,6.0,Relatively New,sector 107,flat,1780.0,0,1,0,1,0,0,174
vatika gurgaon,1.12,6455.0,3.0,3.0,2,4.0,Relatively New,sector 83,flat,1126.0,1,1,1,1,0,0,165
raheja vedaanta,0.65,4761.0,2.0,2.0,2,5.0,Relatively New,sector 108,flat,1092.0,0,0,0,1,0,0,174
tarc maceo,1.5,6465.0,3.0,4.0,3+,3.0,Relatively New,sector 91,flat,1325.0,1,1,0,0,0,2,112
tarc maceo,1.9,6975.0,4.0,4.0,3,9.0,Relatively New,sector 91,flat,2179.2000000000003,0,1,0,0,0,2,120
the close north,2.35,11227.0,3.0,3.0,3,8.0,Moderately Old,sector 50,flat,1850.0,0,0,1,0,0,0,149
ansal api celebrity suites,0.6,8163.0,1.0,1.0,1,5.0,Moderately Old,sector 2,flat,588.0,0,0,0,0,0,0,67
dlf ridgewood estate,2.0,14598.0,3.0,3.0,1,12.0,Old Property,sector 28,flat,1096.0,0,0,0,0,0,0,96
m3m skywalk,1.57,11000.0,2.0,2.0,3+,10.0,Relatively New,sector 74,flat,1100.0,0,0,0,0,1,2,137
corona optus,1.44,7250.0,3.0,3.0,3+,8.0,New Property,sector 37c,flat,1990.0,0,1,0,0,0,2,37
corona optus,1.26,7250.0,3.0,3.0,3,4.0,New Property,sector 37c,flat,965.0,0,0,0,0,0,2,28
m3m sierra 68,1.05,8536.0,2.0,2.0,2,11.0,New Property,sector 68,flat,1000.0,0,0,0,0,0,0,127
parsvnath exotica,6.44,19000.0,4.0,4.0,3,7.0,Moderately Old,sector 53,flat,2712.0,0,1,0,0,0,0,80
pioneer araya,7.56,18000.0,4.0,4.0,3+,23.0,Relatively New,sector 62,flat,4200.0,0,1,0,1,0,0,87
dlf trinity towers,3.8,15510.0,3.0,3.0,3+,1.0,Moderately Old,sector 43,flat,2450.032,0,1,0,1,0,0,68
dlf park place,6.75,24963.0,4.0,4.0,2,8.0,Moderately Old,sector 54,flat,1534.0,0,1,0,0,0,1,135
shree vardhman flora,0.65,4961.0,2.0,2.0,3,11.0,Relatively New,sector 90,flat,1075.0,1,0,0,0,0,0,49
ats tourmaline,1.75,8139.0,3.0,4.0,3+,7.0,Relatively New,sector 109,flat,1720.0,0,1,0,0,0,2,165
kiran residency,1.54,8324.0,3.0,4.0,3+,5.0,Old Property,sector 56,flat,1850.0,0,1,0,0,0,0,98
emaar gurgaon greens,1.4,8484.0,3.0,3.0,3,4.0,Relatively New,sector 102,flat,1320.0,0,1,0,0,0,0,83
shapoorji pallonji joyville gurugram,0.97,10601.0,2.0,2.0,2,12.0,Relatively New,sector 102,flat,732.0,0,0,0,0,0,2,100
shapoorji pallonji joyville gurugram,1.35,9933.0,2.0,2.0,2,9.0,Relatively New,sector 102,flat,1087.2,0,0,0,0,0,2,100
conscient heritage max,1.75,9011.0,3.0,4.0,3+,13.0,Relatively New,sector 102,flat,1553.6000000000001,0,1,0,0,0,0,94
